0,0,0
182733.717873214,156639.530518745,72663.8792021082
279044.08516482,244813.281770368,119557.605839253
339912.603090871,299267.386728488,147371.301736804
393573.865052699,347103.217393356,171530.348146948
470304.931350449,413269.554245431,202882.338437153
605513.027571779,530652.907711853,259076.950247848
801566.551415803,702348.73498718,342692.4317456
1062071.47247971,930579.435145468,454022.29025025
1341693.51768475,1179689.39139622,579357.792805885
1594946.51743981,1405155.74725736,692934.568490599
1833564.74789317,1617235.1694061,799407.37509819
2105185.29081229,1855486.76393367,916067.775064648
2453144.10085316,2161023.8093169,1065750.93288636
2885828.92087974,2541328.78924655,1252439.96448036
3369497.44686246,2969630.61964357,1465662.2879333
3874775.10173513,3416763.27663589,1688190.38407061
4414447.46255396,3893930.549849,1925259.41703534
5022287.89600126,4429527.40029024,2189623.01209565
5729702.59379993,5052946.74766827,2497285.69148187
6548345.13527658,5774530.29621567,2853538.29196502
