0,0,0
35606.9353418487,11527.1165563206,5124.60036741091
33909.2803283172,13860.8235856428,6875.21222659311
34896.4805992339,14087.5458278084,7006.68450328885
37000.5392135285,14793.0745125733,7329.96542922598
48015.0079184266,17506.5623879293,8422.92394399115
67186.1762620453,23715.3875692428,11249.4112952567
90589.6801315435,32422.0780525805,15436.9462617409
120563.888819296,43358.648547696,20688.2542578848
139637.9625187,53351.5895041578,25967.574427365
154485.236390053,60298.5011395259,29607.5766818029
169031.826361874,66430.9922244836,32709.2489030226
196133.952792423,75100.3780090484,36686.0673910474
232574.30348963,88173.9779013753,42896.2614322474
277223.25816742,104779.901808417,50909.8490720794
317003.56679374,122023.768020376,59627.5264694285
357232.781797381,138446.85183904,67841.0656157095
401137.859711893,155800.813993761,76412.3654443205
456725.910394147,176315.271424358,86314.9120680537
522655.532969354,201296.13452087,98450.2636740076
598837.852702968,230466.005680222,112682.425113423
