0,0,0
100559.352058012,68726.9125971525,30813.3883172713
124016.333322013,92500.0524239541,45408.376641636
132965.251176,99689.4127864753,49359.1427922509
142495.390753524,106878.316500706,52938.8282822466
170182.45701,124472.73602483,60481.7019301664
227367.474346176,164154.238262523,78798.8424578532
307288.719148766,222336.824155025,106820.710843983
410256.71386499,297210.481578487,142963.538144769
503180.059408252,371198.472163114,181101.520911589
574617.813447736,427335.757655135,210065.944931801
638440.025074645,476389.753766388,234903.327774951
725831.695191673,538093.643837255,264075.943554553
849567.553958456,627653.875179344,307047.730080223
1006445.67426441,742478.351195056,362731.562145485
1169220.2744654,866820.728401512,425044.283817843
1330235.71363119,988603.604634645,485857.096101527
1500680.6045332,1116428.26149878,549201.349646351
1701048.38941774,1263636.67957941,620963.594026757
1940895.42178271,1440685.87695308,707458.814653079
2220598.75194078,1647755.97303518,808893.550179582
