0,0,0
113433.468049531,84056.4203164227,37594.7878022874
146713.804410556,116446.581650914,56941.016862797
160870.403755838,128407.202600013,63424.4243875027
174242.671610029,139272.922246061,68901.0196543512
206674.232948219,162239.570809035,78885.8879890428
273244.967902087,212334.671197938,102029.448210591
367964.983932837,286252.778706758,137579.048328069
490931.273606541,382204.675286266,183862.058123089
606758.299220398,478827.80271813,233441.58964897
698398.424874162,554668.549778412,272438.500542637
780251.433953148,621444.944635499,306247.044086857
886682.713265873,703034.264259751,345032.72123794
1035437.82127736,818860.798179374,400678.554243041
1224357.57436508,967113.997974271,472566.969980636
1424441.65412081,1129168.69841289,553606.610508401
1624088.61299868,1289855.68668457,633769.756033245
1835097.56268851,1458705.87249374,717454.890428596
2080260.15577944,1651928.33903627,811764.927030268
2372497.53604701,1882913.56162291,924659.424455908
2713309.86164643,2152820.11690546,1056877.35552416
