0,0,0
165247.722917241,132074.433349057,61418.300590174
238825.552303692,197808.404346259,96980.5831970283
278991.060689094,232139.780921862,114667.209772691
313633.295458028,261473.710094033,129503.118257621
370968.912252313,307126.648809008,150828.462999231
480316.990721464,395786.184287758,193115.258344516
639713.881411623,527097.147579684,257079.588345283
850225.853193484,700617.288490968,341755.533309129
1067296.63908255,884778.571755159,434839.545740271
1253527.64553511,1042482.65012567,514608.82131632
1423865.8047179,1186138.90939633,586879.255187351
1624294.77045481,1351009.44297422,667250.968721571
1890790.23696223,1571010.26104659,774788.62646599
2226642.7560948,1848958.06194222,911120.685194193
2596868.17892466,2159484.89231344,1065998.09525346
2976419.63753823,2477296.64463086,1224364.20743485
3378965.08316511,2813726.35174374,1391579.60868424
3836035.09403579,3193320.79582172,1578747.85339125
4373289.88511849,3639765.22146146,1798927.96697694
4997769.39862632,4158982.92793304,2055196.57389753
