0,0,0
147247.5954931,107004.17385577,49889.404078926
199757.185707002,152962.149556619,75313.6573019831
223507.923832671,172037.580508546,85240.135755945
244637.170279865,188608.904516184,93597.043626255
288478.731675454,219662.125085039,107856.248864465
377883.082744974,285588.088216042,139213.598629787
507238.53651948,383527.487663351,186965.883543291
676198.624336454,511503.997585705,249460.063001391
842055.99053395,643187.965682797,316355.90934483
976415.965524259,749388.702125858,370299.2281673
1096647.06788346,843567.280607564,417741.386630919
1245965.30529242,955546.576302972,472021.197061732
1452257.75812286,1111707.83064584,548193.19569259
1714417.97778255,1311201.66333293,646000.96832473
1997477.73754778,1531466.76110102,756101.388123564
2281941.66907125,1751985.82960873,866124.48554541
2582329.87333687,1983959.94976938,981444.676686685
2927649.42169877,2247788.28810781,1111366.08198103
3337774.56783754,2561645.4319209,1266057.97679737
3815959.13963001,2928051.44572463,1446870.86080565
