0,0,0
47754.5287983843,24620.3994379073,10907.3352219843
50308.9464452729,30392.3935912948,15015.7251219621
52064.2257617778,31352.2251619418,15568.6283318524
55147.1010327067,33061.3752900491,16374.9188384157
68925.4832544635,38963.4440535177,18768.4536832226
94907.3477889616,52430.3375045637,24892.1935006648
128416.049642425,71520.9888942686,34056.8881170526
171219.533957684,95656.6624295886,45640.0555469479
203181.997672997,118085.256665033,57430.6254486553
227301.897461719,134054.827380627,65781.4281825744
249812.534075796,148083.856160162,72887.9195259449
286949.429939734,167361.275181665,81774.3824957302
338589.211728885,196155.70634668,95453.3338744381
402835.788798593,232844.043281541,113148.608498842
463978.009742189,271309.998249868,132550.65469057
524677.18307916,308222.993524161,151005.370660757
589972.08026854,347138.753064031,170235.917475475
670182.465319401,392853.018426621,192329.583956255
766043.156095192,448343.741418749,219289.422636107
877304.559027803,513182.790287969,250920.324905882
