0,0,0
194130.382532634,172759.194986887,80018.1340930767
306434.12766128,277255.944893299,135071.820017051
383496.804627237,347925.885410936,170985.004999701
453286.314870704,411812.110166188,203183.214607142
547062.158325323,495913.250345383,243332.123120956
704035.061124962,637119.822495933,311112.200152105
929737.665101624,841253.231972397,410537.005041462
1230063.82891463,1112946.41267391,543054.724502648
1559844.97145179,1414574.23313568,694385.021698454
1868886.87474314,1697151.13332149,836352.838162978
2166620.08787822,1969155.6274665,972685.367759637
2501319.82109334,2272484.50290576,1121545.62934209
2920827.62398412,2652812.1371958,1308132.19322566
3437205.05101288,3121171.49554653,1538199.18424324
4018195.88100663,3650628.34083131,1801495.44304344
4632308.37279071,4210081.00228794,2079695.76723342
5291950.8190573,4810740.9640497,2378009.92058508
6032423.55607343,5483568.39933171,2710294.82971786
6889055.42309336,6261958.03329163,3094597.20186922
7877093.88361358,7159822.10229014,3537983.92249421
