0,0,0
118647.701903244,81503.3795226067,37108.3162350873
151037.417281505,112103.103729086,55104.9310599638
163745.562110002,122229.803877179,60547.6237876166
176336.387479477,131750.114734604,65317.1977141051
209307.843004025,153160.857807096,74741.8534576835
277855.246849134,201019.261589287,97094.5465335576
374982.024993281,271689.366485455,131298.818276067
500562.30850098,363035.309665882,175601.77387813
617363.17459911,454663.251624969,222557.1422039
708253.105626824,525317.228125135,258789.545051086
789206.526536476,587149.225323381,290037.367229062
896369.765938624,663364.839209778,326428.994121332
1047595.47971207,772986.387273844,379368.262491183
1239751.7640287,913582.909278829,447848.63328195
1442021.1784999,1066984.26410757,524646.997508689
1642706.27672428,1218058.45178596,600067.922868823
1854761.25893993,1376585.06145722,678731.034202212
2102104.21643527,1558318.09972683,767684.866322229
2397753.30934154,1776307.98918634,874558.171067129
2742667.71254889,2031227.27969755,999803.070057835
